university,dimension,label,tone,rationale,evidence_quote,chunk_id
University of Chicago,PedagogicalIntegration,2,Permissive,Provides extensive resources and guidance for integration.,Instructors interested in incorporating AI into their courses have many resources available,1
University of Chicago,EthicalEquityConsiderations,1,Balanced,Acknowledges reliability issues but lacks broader equity discussion.,AI tools tend to hallucinate sources and information,1
University of Chicago,ToneOrientation,2,Permissive,Overall tone is supportive and encouraging of AI use.,Students interested in these tools should be encouraged to explore how AI can help them,1
University of Chicago,ImplementationAuthority,1,Balanced,Policy delegates authority to instructors; no central enforcement body identified.,it is up to each instructor how they would like to approach the topic,1
University of Chicago,ToolsSpecificity,2,Permissive,"Provides specific tools, resources, and guidance documents.",draft AI Syllabus Statements as well as one-on-one consultations for instructors,1
Brown University,Purpose_Scope,1,Balanced,Mentions purpose of exploring AI resources but no explicit scope definition.,Exploring Generative Artificial Intelligence Resources at Brown,1
Brown University,Permitted_Uses,0,NA,No specific permitted uses are listed.,,1
Brown University,Prohibited_Uses,1,NA,"Implied prohibition on sharing sensitive data, but not a formal list of prohibited actions.",Users should be cautious about sharing important or sensitive data,1
Brown University,Disclosure_Citation_Requirements,1,NA,Mentions citation guidance but lacks explicit disclosure requirements.,guide also includes guidance on citations,1
Brown University,Accountability_Enforcement,0,NA,No enforcement mechanisms or accountability structures are described.,,1
Brown University,Pedagogical_Integration,1,NA,"Allows faculty to integrate AI into courses, but no detailed pedagogical framework.",faculty members are empowered to design their own AI policies for their course syllabi,1
Brown University,Ethical_Equity_Considerations,2,NA,"Explicitly addresses bias and carbon footprint concerns, indicating strong ethical focus.",Bias in AI... Users need to be cautious with these biases,1
Brown University,Tone_Orientation,1,Balanced,Advisory tone that balances encouragement with caution.,Users should be cautious about sharing important or sensitive data,1
Brown University,Implementation_Authority,0,NA,No clear authority for implementation is identified.,,1
Brown University,Tools_Specificity,1,NA,Lists tools but does not specify them in detail within this excerpt.,AI Tools Available to the Brown Community,1
Columbia University in the City of New York,Purpose_Scope,2,Balanced,Explicitly states scope and purpose for all community members.,"This policy governs the use of Generative AI tools by staff, faculty, students, and researchers...",1
Columbia University in the City of New York,Permitted_Uses,1,Permissive,Mentions encouragement but no detailed list of allowed uses.,We encourage you to explore and experiment with these tools.,1
Columbia University in the City of New York,Prohibited_Uses,1,Restrictive,"Implied prohibition of risky use, but not explicit list.",avoid these limitations and other emerging risks,1
Columbia University in the City of New York,Disclosure_Citation_Requirements,0,NA,No mention of disclosure or citation obligations.,,1
Columbia University in the City of New York,Accountability_Enforcement,1,Balanced,Mentions oversight body but no enforcement mechanisms.,The Office of the Provost has convened a working group...,1
Columbia University in the City of New York,Pedagogical_Integration,1,NA,"Acknowledges instructional guidance, details not provided.",specific guidelines related to instruction (for both faculty and students),1
Columbia University in the City of New York,Ethical_Equity_Considerations,2,Balanced,"Explicitly addresses bias, privacy, IP and equity concerns.","risk that the output may be biased, misleading, or inaccurate...may produce decisions that are biased, discriminatory",1
Columbia University in the City of New York,Tone_Orientation,1,NA,Shows openness to change but cautious tone.,work in progress...will evolve and be updated regularly,1
Columbia University in the City of New York,Implementation_Authority,2,Balanced,Clear authority from Provost office.,The Office of the Provost has convened a working group...,1
Columbia University in the City of New York,Tools_Specificity,1,NA,Mentions examples but lacks detailed tool-specific rules.,"OpenAI's ChatGPT, Google's Bard, Stability AI's Stable Diffusion, and others",1
Columbia University in the City of New York,Purpose_Scope,2,Balanced,"clearly states scope across teaching, research, work","expects all Columbia community members to follow these guidelines when using Generative AI tools for teaching and learning, research, and work-related functions",2
Columbia University in the City of New York,Permitted_Uses,1,Restrictive,allows use only under approved conditions; no explicit list of permitted uses,validated contract language and security controls (approved by CUIT and central procurement),2
Columbia University in the City of New York,Prohibited_Uses,2,Restrictive,explicit prohibitions on sensitive data and IP violations,must not input any Confidential Information or Personal Information... must not input information that violates IP or general contract terms,2
Columbia University in the City of New York,Disclosure_Citation_Requirements,2,Balanced,requires disclosure for all outputs,must disclose that those materials and that work product is based on or derives from the use of Generative AI,2
Columbia University in the City of New York,Accountability_Enforcement,1,Restrictive,provides contact and process but no enforcement penalties,CUIT's vendor management team will route the request to resources... can be reached at cuitvmo@columbia.edu,2
